CAI,EDAD,TRABAJA,VINCULO,CONSUME_ALCOHOL,FUMA,CONSUME_DROGA,ADICCION_NO_CONVENCIONAL,RIESGO_PRESUNTIVO,MES,TIPO_VIO
HUAMANGA,53,1,1,2,1,1,1,2,7,2
HUAMANGA,52,1,3,2,1,1,1,1,7,2
HUAMANGA,36,1,3,6,1,1,1,1,7,2
HUAMANGA,21,1,5,6,1,1,1,1,7,2
HUAMANGA,67,0,1,2,1,1,1,2,7,2
HUAMANGA,21,1,3,2,1,1,1,2,7,3
HUAMANGA,43,1,3,6,1,1,1,2,7,3
HUAMANGA,36,1,3,2,2,1,1,1,7,2
HUAMANGA,23,1,1,2,1,1,1,2,7,2
HUAMANGA,57,1,3,1,1,1,1,1,7,3
HUAMANGA,51,1,3,2,1,1,1,2,7,2
HUAMANGA,33,1,4,2,1,1,1,2,7,2
HUAMANGA,41,1,1,2,1,1,1,1,7,2
HUAMANGA,30,1,3,6,4,1,1,2,7,2
HUAMANGA,57,1,1,5,1,1,1,2,7,2
HUAMANGA,20,1,3,2,1,1,1,1,7,3
HUAMANGA,48,1,1,2,1,1,1,1,7,2
HUAMANGA,25,1,3,6,1,1,1,1,7,2
HUAMANGA,52,1,3,2,1,1,1,1,7,2
HUAMANGA,43,1,3,2,1,1,1,2,7,3
HUAMANGA,59,1,1,6,1,1,1,1,7,2
HUAMANGA,52,1,4,2,2,1,1,2,7,3
HUAMANGA,53,1,3,2,1,1,1,1,7,2
HUAMANGA,35,1,1,6,1,1,1,1,7,2
HUAMANGA,27,1,5,2,1,1,1,1,7,3
HUAMANGA,39,1,1,6,1,1,1,1,7,2
HUAMANGA,42,1,1,6,1,1,1,1,7,2
HUAMANGA,21,1,3,2,2,1,1,2,7,2
HUAMANGA,22,1,3,5,2,1,3,2,7,3
HUAMANGA,33,1,3,2,2,1,1,1,7,2
HUAMANGA,39,1,3,5,1,1,1,1,7,3
HUAMANGA,31,1,3,6,2,1,1,1,7,3
HUAMANGA,39,1,3,2,2,1,1,1,7,3
HUAMANGA,48,1,3,6,2,1,1,2,7,2
HUAMANGA,28,1,6,2,1,1,1,1,7,3
HUAMANGA,50,1,3,2,2,1,1,1,7,2
HUAMANGA,42,1,1,6,1,1,1,2,7,2
HUAMANGA,40,1,1,2,1,1,1,1,7,2
HUAMANGA,41,1,1,2,1,1,1,1,7,2
HUAMANGA,35,1,3,2,1,1,1,1,7,2
HUAMANGA,40,1,3,6,2,1,1,2,7,2
HUAMANGA,34,1,3,6,2,1,1,2,7,3
HUAMANGA,32,1,3,2,1,1,1,1,7,2
HUAMANGA,40,1,3,2,1,1,1,1,8,3
HUAMANGA,34,1,4,2,1,1,2,1,8,2
HUAMANGA,38,1,3,2,1,1,1,2,8,2
HUAMANGA,39,1,1,2,1,1,1,2,8,2
HUAMANGA,30,1,3,2,1,1,1,2,8,3
HUAMANGA,36,1,4,2,1,1,1,1,8,2
HUAMANGA,54,1,1,5,1,1,1,1,8,2
HUAMANGA,40,1,1,2,2,1,1,2,8,2
HUAMANGA,27,1,3,2,1,1,1,1,8,3
HUAMANGA,37,1,3,2,1,1,1,1,8,2
HUAMANGA,48,1,1,2,1,1,1,1,8,2
HUAMANGA,27,1,1,2,1,1,1,1,8,3
HUAMANGA,32,1,6,2,1,1,1,1,8,3
HUAMANGA,32,1,3,2,1,1,1,1,8,2
HUAMANGA,43,1,5,2,2,1,1,2,8,3
HUAMANGA,32,1,3,2,1,1,1,2,8,3
HUAMANGA,52,1,1,2,1,1,1,2,8,2
HUAMANGA,23,1,3,2,1,1,1,1,8,2
HUAMANGA,26,0,3,6,1,1,1,1,8,3
HUAMANGA,40,1,1,5,1,1,1,2,8,2
HUAMANGA,37,1,6,1,1,1,1,1,8,3
HUAMANGA,37,1,4,6,2,1,1,1,8,3
HUAMANGA,21,1,3,6,2,1,1,1,8,3
HUAMANGA,33,1,1,6,1,1,1,2,8,2
HUAMANGA,31,1,6,6,1,1,1,2,8,3
HUAMANGA,36,1,4,6,1,1,1,1,8,2
HUAMANGA,37,1,1,6,1,1,1,2,8,3
HUAMANGA,66,1,6,2,1,1,1,1,8,2
HUAMANGA,51,1,3,2,1,1,1,2,8,2
HUAMANGA,41,1,5,2,1,1,1,1,8,2
HUAMANGA,21,1,3,6,1,1,1,2,8,3
HUAMANGA,32,1,1,5,2,1,1,2,8,3
HUAMANGA,45,1,4,2,1,1,1,2,8,2
HUAMANGA,40,1,1,2,2,1,1,1,8,2
HUAMANGA,42,1,3,2,1,1,1,2,8,2
HUAMANGA,33,1,3,6,1,1,1,1,8,3
HUAMANGA,41,1,3,2,1,1,1,2,8,3
HUAMANGA,44,1,1,2,1,1,1,2,8,3
HUAMANGA,37,1,3,6,1,1,1,2,8,3
HUAMANGA,36,1,3,6,1,1,1,1,8,3
HUAMANGA,37,1,6,2,1,1,1,1,8,2
HUAMANGA,44,1,4,2,1,1,1,1,8,2
HUAMANGA,29,1,3,6,2,1,1,1,8,3
HUAMANGA,38,1,1,2,1,1,1,2,8,2
HUAMANGA,38,1,3,2,1,1,1,2,8,2
HUAMANGA,23,1,3,6,6,2,2,2,9,3
HUAMANGA,26,1,4,2,2,1,1,1,9,3
HUAMANGA,53,1,2,2,1,1,1,1,9,3
HUAMANGA,30,1,6,5,1,1,2,1,9,2
HUAMANGA,35,1,4,6,2,1,2,1,9,3
HUAMANGA,28,1,3,2,1,1,1,2,9,3
HUAMANGA,41,1,6,2,1,1,1,2,9,2
HUAMANGA,33,1,3,6,1,1,1,2,9,2
HUAMANGA,29,1,1,6,1,1,1,2,9,2
HUAMANGA,51,1,3,6,2,2,1,2,9,2
HUAMANGA,66,1,1,2,1,1,1,2,9,2
HUAMANGA,50,1,1,2,1,1,1,1,9,3
HUAMANGA,34,1,1,2,2,1,1,2,9,3
HUAMANGA,23,0,3,2,1,1,1,1,9,3
HUAMANGA,38,1,3,4,2,1,1,1,9,3
HUAMANGA,20,1,3,2,1,1,1,1,9,3
HUAMANGA,21,1,3,2,1,1,1,1,9,3
HUAMANGA,31,1,3,1,1,1,1,1,9,3
HUAMANGA,31,1,3,2,1,1,1,1,9,2
HUAMANGA,33,1,3,2,1,1,1,2,9,2
HUAMANGA,54,1,1,2,1,1,1,2,9,2
HUAMANGA,28,1,6,2,1,1,1,1,9,2
HUAMANGA,32,1,3,6,1,1,1,1,9,3
HUAMANGA,63,0,3,2,1,1,1,1,9,2
HUAMANGA,53,1,1,2,1,1,1,1,9,2
HUAMANGA,56,1,1,6,1,1,1,1,9,2
HUAMANGA,26,1,3,6,1,1,1,2,9,3
HUAMANGA,19,1,3,1,1,1,1,1,9,3
HUAMANGA,27,1,5,6,1,1,1,2,9,3
HUAMANGA,24,1,3,2,1,1,1,1,9,3
HUAMANGA,36,1,3,6,1,1,1,2,9,3
HUAMANGA,46,1,4,6,6,1,1,1,9,2
HUAMANGA,44,1,1,2,1,1,1,1,9,3
HUAMANGA,26,1,4,1,1,1,1,1,9,3
HUAMANGA,46,1,3,2,1,1,1,2,9,2
HUAMANGA,38,1,1,2,1,1,1,1,9,2
HUAMANGA,35,1,3,1,1,1,1,2,9,3
HUAMANGA,26,1,3,2,2,1,2,2,9,3
HUAMANGA,39,1,4,2,1,1,1,1,9,3
HUAMANGA,31,1,3,2,2,1,1,1,9,3
HUAMANGA,20,1,3,2,1,1,1,1,9,3
HUAMANGA,58,1,1,2,2,1,1,2,9,3
HUAMANGA,37,1,5,6,2,1,1,2,9,3
HUAMANGA,22,1,3,6,5,1,1,1,9,3
HUAMANGA,23,1,4,2,1,1,1,1,9,2
HUAMANGA,25,1,3,1,1,1,1,1,9,3
HUAMANGA,20,1,6,2,2,1,1,1,9,2
HUAMANGA,26,1,5,2,2,2,1,2,9,3
HUAMANGA,36,1,1,2,1,1,1,2,9,2
HUAMANGA,55,1,4,2,1,1,1,1,9,2
HUAMANGA,36,1,3,2,1,1,1,2,9,3
HUAMANGA,60,1,5,5,1,1,1,2,9,2
HUAMANGA,59,1,1,2,1,1,1,2,9,2
HUAMANGA,32,1,4,6,5,1,1,2,9,3
HUAMANGA,42,1,4,6,1,1,1,2,10,3
HUAMANGA,31,1,1,6,6,1,1,2,10,3
HUAMANGA,36,1,6,6,2,1,1,1,10,3
HUAMANGA,49,1,1,6,2,1,1,2,10,3
HUAMANGA,29,1,3,1,1,1,1,2,10,2
HUAMANGA,30,1,1,6,2,1,1,2,10,3
HUAMANGA,26,1,5,6,1,1,1,1,10,3
HUAMANGA,54,1,1,6,1,1,1,2,10,2
HUAMANGA,45,1,4,6,2,1,1,2,10,2
HUAMANGA,29,1,4,6,1,1,1,2,10,2
HUAMANGA,24,1,4,2,1,1,1,1,10,3
HUAMANGA,51,1,3,5,1,1,1,2,10,2
HUAMANGA,37,1,3,1,1,1,1,2,10,3
HUAMANGA,45,1,3,2,1,1,1,1,10,3
HUAMANGA,25,1,3,5,2,1,1,1,10,2
HUAMANGA,43,1,3,2,1,1,1,1,10,3
HUAMANGA,47,1,1,2,6,1,1,1,10,3
HUAMANGA,37,1,1,2,1,1,1,2,10,3
HUAMANGA,34,1,1,2,1,1,1,2,10,2
HUAMANGA,28,1,4,2,1,1,1,2,10,3
HUAMANGA,33,1,6,2,1,1,1,2,10,2
HUAMANGA,23,1,4,2,2,6,6,2,10,3
HUAMANGA,45,1,2,2,1,1,1,2,10,3
HUAMANGA,35,1,1,1,1,1,1,2,10,3
HUAMANGA,50,1,4,2,1,1,1,2,10,2
HUAMANGA,35,1,3,6,2,1,1,2,10,3
HUAMANGA,40,1,1,2,1,1,1,2,10,3
HUAMANGA,43,1,1,5,1,1,1,2,10,2
HUAMANGA,52,1,4,2,1,1,1,1,10,2
HUAMANGA,44,1,1,2,1,1,1,2,10,3
HUAMANGA,23,0,3,6,2,1,1,2,10,3
HUAMANGA,35,1,4,6,1,1,1,1,10,2
HUAMANGA,33,1,3,2,1,1,1,2,10,3
HUAMANGA,22,0,3,2,1,1,2,2,10,3
HUAMANGA,44,1,3,2,2,1,1,1,10,2
HUAMANGA,21,1,3,5,2,1,1,1,10,3
HUAMANGA,24,0,3,5,1,1,1,1,10,3
HUAMANGA,38,1,1,2,1,1,1,2,10,3
HUAMANGA,46,1,1,2,2,1,1,1,10,3
HUAMANGA,20,1,4,2,1,1,1,2,10,3
HUAMANGA,42,1,3,5,6,1,1,1,11,2
HUAMANGA,20,1,3,2,1,1,1,2,11,3
HUAMANGA,24,1,4,5,1,1,1,2,11,2
HUAMANGA,45,1,4,2,1,1,1,1,11,2
HUAMANGA,48,1,1,2,2,1,1,1,11,3
HUAMANGA,41,1,1,2,3,1,1,1,11,2
HUAMANGA,25,1,3,2,1,1,1,1,11,3
HUAMANGA,44,1,3,2,2,2,1,2,11,3
HUAMANGA,54,1,3,2,2,1,5,2,11,2
HUAMANGA,34,1,3,2,1,1,1,1,11,2
HUAMANGA,28,1,5,6,2,1,1,1,11,3
HUAMANGA,33,1,3,5,2,1,1,1,11,3
HUAMANGA,27,1,5,6,1,1,2,1,11,3
HUAMANGA,33,1,3,2,2,1,1,1,11,3
HUAMANGA,34,1,1,2,1,1,1,1,11,3
HUAMANGA,37,1,6,2,2,1,1,2,11,2
HUAMANGA,19,1,3,6,1,1,1,1,11,3
HUAMANGA,43,1,3,6,1,1,1,2,11,2
HUAMANGA,45,1,5,2,1,1,1,1,11,2
HUAMANGA,44,1,5,6,1,2,1,1,11,3
HUAMANGA,33,1,1,6,1,3,1,1,11,3
HUAMANGA,37,1,6,2,1,1,1,1,11,3
HUAMANGA,40,1,3,2,2,1,1,2,11,3
HUAMANGA,32,1,3,2,1,1,1,2,11,2
HUAMANGA,41,1,3,2,1,1,1,2,11,2
HUAMANGA,40,1,3,6,2,1,1,2,11,3
HUAMANGA,60,1,3,2,1,1,1,2,11,2
HUAMANGA,41,1,4,5,1,1,1,1,11,2
HUAMANGA,44,1,3,2,1,1,1,1,11,2
HUAMANGA,50,1,1,2,1,1,1,1,11,2
HUAMANGA,27,1,1,2,1,1,1,1,11,2
HUAMANGA,38,1,4,6,1,1,1,1,11,2
HUAMANGA,25,1,4,6,6,1,1,1,11,3
HUAMANGA,46,1,1,2,3,3,1,2,11,3
HUAMANGA,47,1,3,2,1,1,1,2,11,2
HUAMANGA,24,1,3,6,2,1,1,1,11,1
HUAMANGA,33,1,3,2,1,1,1,2,11,3
HUAMANGA,37,1,1,6,1,1,1,2,11,3
HUAMANGA,24,1,3,2,2,2,1,2,11,3
HUAMANGA,23,1,4,2,2,1,1,1,11,2
HUAMANGA,43,1,4,2,2,1,1,1,11,2
HUAMANGA,39,1,3,6,5,2,1,2,11,3
HUAMANGA,47,1,3,2,1,1,1,2,11,2
HUAMANGA,25,1,4,4,5,5,1,2,11,1
HUAMANGA,20,1,3,5,4,1,1,1,11,3
HUAMANGA,34,1,4,2,2,1,1,1,11,2
HUAMANGA,34,1,3,2,2,1,1,1,11,3
HUAMANGA,32,1,4,4,2,1,1,1,11,2
HUAMANGA,41,1,3,2,2,1,1,2,11,3
HUAMANGA,31,1,3,6,1,1,1,2,12,3
HUAMANGA,35,1,3,2,2,1,1,1,12,3
HUAMANGA,32,1,3,4,4,1,1,1,12,2
HUAMANGA,36,0,1,2,2,1,1,2,12,2
HUAMANGA,20,1,3,6,4,2,2,2,12,3
HUAMANGA,52,1,3,2,1,1,1,2,12,2
HUAMANGA,27,1,3,2,2,1,2,1,12,3
HUAMANGA,39,1,1,2,2,1,1,2,12,3
HUAMANGA,19,1,3,2,2,1,1,2,12,2
HUAMANGA,22,1,5,2,2,1,2,1,12,3
HUAMANGA,39,0,1,5,2,1,2,1,12,3
HUAMANGA,67,1,1,2,2,3,2,1,12,2
HUAMANGA,29,1,6,2,2,1,2,1,12,3
HUAMANGA,35,1,6,6,4,2,1,2,12,3
HUAMANGA,38,1,3,2,2,1,1,2,12,3
HUAMANGA,18,1,4,2,2,1,1,1,12,3
HUAMANGA,31,1,1,2,2,1,5,2,12,3
HUAMANGA,41,1,1,2,1,1,1,1,12,2
HUAMANGA,42,1,1,1,1,1,1,1,12,3
HUAMANGA,29,1,3,2,1,1,1,2,12,3
HUAMANGA,23,1,4,1,1,1,1,2,12,3
HUAMANGA,23,0,5,6,2,1,6,2,12,3
HUAMANGA,44,1,6,6,3,2,1,1,12,2
HUAMANGA,45,1,4,2,1,1,1,1,12,2
HUAMANGA,21,1,3,2,1,1,1,1,12,2
HUAMANGA,33,1,4,2,1,1,1,1,12,3
HUAMANGA,35,1,4,2,2,1,1,1,12,2
HUAMANGA,39,1,4,6,1,1,1,1,12,2
HUAMANGA,37,1,3,6,2,1,1,2,12,3
HUAMANGA,52,1,1,1,1,1,1,1,12,3
HUAMANGA,37,1,1,2,3,1,1,2,12,2
HUAMANGA,46,1,1,2,1,1,1,2,12,2
HUAMANGA,28,1,4,2,5,1,1,1,12,2
HUAMANGA,26,1,4,6,1,1,1,2,12,2
HUAMANGA,19,1,4,2,1,1,1,1,12,3
HUAMANGA,36,1,3,2,1,1,1,1,12,3
HUAMANGA,36,1,1,5,2,1,1,1,12,3
HUAMANGA,30,1,3,2,2,1,1,1,12,2
HUAMANGA,28,1,1,2,1,1,1,1,12,2
HUAMANGA,49,0,6,2,2,2,1,1,12,3
HUAMANGA,29,1,6,2,2,1,1,1,12,3
HUAMANGA,33,1,4,2,5,1,1,1,12,3
HUAMANGA,25,1,5,6,1,1,1,1,12,2
HUAMANGA,40,1,4,6,2,2,1,1,12,3
HUAMANGA,62,1,3,2,1,1,1,2,12,2
HUAMANGA,33,1,1,2,2,1,1,1,12,2
HUAMANGA,28,1,6,2,2,1,1,1,12,2
HUAMANGA,34,1,3,2,1,1,1,2,12,2
HUAMANGA,37,0,3,1,1,2,1,1,12,3
HUAMANGA,32,1,4,2,2,1,1,1,12,3
HUAMANGA,31,1,3,2,1,1,1,2,12,3
HUAMANGA,41,1,4,2,1,1,1,1,12,2
HUAMANGA,32,1,1,2,2,2,1,2,12,3
HUAMANGA,37,1,3,5,2,1,1,1,12,3
HUAMANGA,53,1,4,2,1,1,1,1,12,3
HUAMANGA,29,1,3,2,2,1,1,2,12,2
HUAMANGA,26,1,3,5,2,1,2,1,12,2
HUAMANGA,25,1,4,6,5,1,1,1,12,3
HUAMANGA,34,1,3,6,1,1,1,2,12,3
HUAMANGA,32,1,3,6,1,1,1,1,12,3
HUAMANGA,31,1,3,6,1,1,1,1,12,3
SAYLLA,29,0,3,1,1,1,1,2,11,3
SAYLLA,19,0,4,5,1,1,2,2,11,3
SAYLLA,32,1,6,2,2,1,1,1,11,3
SAYLLA,23,1,6,2,3,5,3,2,11,3
SAYLLA,19,1,3,1,1,1,1,1,12,3
SAYLLA,44,1,1,2,1,1,1,1,12,2
SAYLLA,47,1,4,2,1,1,1,2,12,3
SAYLLA,23,1,4,2,1,1,1,2,12,3
SAYLLA,44,1,1,6,1,1,1,1,12,2
SAYLLA,38,1,3,5,1,1,1,2,12,3
SAYLLA,49,1,1,2,1,1,1,1,12,3
SAYLLA,49,1,6,2,1,1,1,1,12,3
SAYLLA,30,1,3,5,1,1,1,2,12,3
SAYLLA,45,0,4,2,1,1,1,1,12,3
SAYLLA,30,0,1,2,1,1,1,2,12,3
SAYLLA,35,0,4,2,1,1,1,1,12,3
SAYLLA,19,1,4,1,1,1,1,1,12,3
SAYLLA,21,1,3,5,5,1,1,1,12,3
SAYLLA,38,0,4,1,1,1,1,1,12,2
SAYLLA,34,1,1,2,2,1,1,1,12,3
SAYLLA,36,1,3,2,1,1,1,1,12,3
SAYLLA,51,1,1,5,1,1,1,2,12,3
SAYLLA,39,1,4,2,1,1,1,1,12,3
SAYLLA,40,0,4,2,1,1,1,2,12,2
SAYLLA,23,0,4,2,1,1,1,2,12,3
SAYLLA,48,1,6,2,1,1,2,2,12,2
SAYLLA,18,1,4,2,1,1,1,1,12,3
SAYLLA,31,0,4,6,1,1,1,3,12,3
SAYLLA,40,1,3,2,1,1,1,1,12,3
SAYLLA,24,1,3,2,1,1,1,2,12,3
SAYLLA,35,1,1,6,1,1,1,1,12,3
SAYLLA,43,1,4,2,1,1,1,2,12,3
SAYLLA,54,0,1,1,1,1,1,1,12,2
SAYLLA,39,1,3,2,2,1,1,1,12,3
SAYLLA,39,1,6,2,1,1,1,1,12,3
